,Publication_ID,Drainage Basin,Location_ID,Hist_ref_code,Method_ID,Future Time Range_start,Future Time Range_end,Hist_code,Code,Clim_station,Comments,tas_djf,tas_djf_unit,tas_mam,tas_mam_unit,tas_jja,tas_jja_unit,tas_son,tas_son_unit,tmax_mam,tmax_mam_un,tmax_jja,tmax_jja_un,tmax_son,tmax_son_un,tmax_djf,tmax_djf_un,tmin_mam,tmin_mam_un,tmin_jja,tmin_jja_un,tmin_son,tmin_son_un,tmin_djf,tmin_djf_un,,pr_djf,pr_djf_unit,pr_mam,pr_mam_unit,pr_jja,pr_jja_unit,pr_son,pr_son_unit
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.22,2081,2100,NA,8801.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.23,2081,2100,NA,8801.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Leong & Donner, 2015",88,Great Slave Lake,8801,8801,88.24,2081,2100,NA,8801.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levison et al., 2014",89,St. Lawrence,8901,8901,89.02,2041,2070,NA,8901.02,,Values reported for ensemble mean of multiple climate model projections; not spatially different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levison et al., 2014",89,St. Lawrence,8902,8902,89.02,2041,2070,NA,8902.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levison et al., 2014",89,St. Lawrence,8903,8903,89.02,2041,2070,NA,8903.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levison et al., 2014",89,St. Lawrence,8904,8904,89.02,2041,2070,NA,8904.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loukas & Quick, 1999",94,Pacific,9401,9401,94.02,Not clear,NA,NA,9401.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loukas & Quick, 1999",94,Pacific,9402,9402,94.02,Not clear,NA,NA,9402.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loukas et al., 2002",97,Pacific,9701,9701,97.01,1970,1990,9701,9701.01,,Sum of rainfall (mm) and snowfall (mm) recorded as precip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loukas et al., 2002",97,Pacific,9701,9701,97.02,2080,2100,NA,9701.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loukas et al., 2002",97,Pacific,9702,9702,97.01,1970,1990,9702,9702.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loukas et al., 2002",97,Pacific,9702,9702,97.02,2080,2100,NA,9702.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loukas et al., 2002",96,Pacific,9601,9601,96.02,2080,2100,NA,9601.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loukas et al., 2002",96,Pacific,9602,9602,96.02,2080,2100,NA,9602.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loukas et al., 2004",95,Pacific,9501,9501,95.01,2080,2100,NA,9501.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Luo, 2006",98,Pacific,9801,9801,98.02,2070,2099,NA,9801.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Luo, 2006",98,Pacific,9801,9801,98.03,2070,2099,NA,9801.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mahat & Anderson, 2013",100,Nelson River,10001,10001,100.01,2050s,NA,NA,10001.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mahat & Anderson, 2013",100,Nelson River,10001,10001,100.02,2080s,NA,NA,10001.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10601,10601,106.1,2070,2099,NA,10601.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10601,10601,106.13,2070,2099,NA,10601.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10602,10602,106.1,2070,2099,NA,10602.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10602,10602,106.13,2070,2099,NA,10602.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10603,10603,106.1,2070,2099,NA,10603.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10603,10603,106.13,2070,2099,NA,10603.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10604,10604,106.1,2070,2099,NA,10604.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10604,10604,106.13,2070,2099,NA,10604.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10605,10605,106.1,2070,2099,NA,10605.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10605,10605,106.13,2070,2099,NA,10605.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10606,10606,106.1,2070,2099,NA,10606.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10606,10606,106.13,2070,2099,NA,10606.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10607,10607,106.1,2070,2099,NA,10607.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10607,10607,106.13,2070,2099,NA,10607.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10608,10608,106.1,2070,2099,NA,10608.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merritt et al., 2006",106,Pacific,10608,10608,106.13,2070,2099,NA,10608.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mirmasoudi et al., 2019",108,Pacific,10801,10801,108.01,2011,2040,NA,10801.01,,Precip changes reported as absolutes,,,1.9,deltaC,1.9,deltaC,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mirmasoudi et al., 2019",108,Pacific,10801,10801,108.02,2041,2070,NA,10801.02,,,,,3,deltaC,3,deltaC,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mirmasoudi et al., 2019",108,Pacific,10801,10801,108.03,2071,2100,NA,10801.03,,,,,3.5,deltaC,3.8,deltaC,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mirmasoudi et al., 2019",108,Pacific,10801,10801,108.04,2011,2040,NA,10801.04,,,,,2,deltaC,2.1,deltaC,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mirmasoudi et al., 2019",108,Pacific,10801,10801,108.05,2041,2070,NA,10801.05,,,,,3.6,deltaC,4,deltaC,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mirmasoudi et al., 2019",108,Pacific,10801,10801,108.06,2071,2100,NA,10801.06,,,,,5.2,deltaC,6.5,deltaC,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Motiee & McBean, 2017",111,St. Lawrence,11101,11101,111.02,2010,2050,NA,11101.02,,Calculated from base and future values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Motiee & McBean, 2017",111,St. Lawrence,11101,11101,111.03,2010,2050,NA,11101.03,,Calculated from base and future values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Motiee & McBean, 2017",111,St. Lawrence,11101,11101,111.04,2010,2050,NA,11101.04,,Calculated from base and future values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Muerth et al., 2012",113,St. Lawrence,11301,11301,113.01,2041,2070,NA,11301.01,,Average of multiple RCM runs,4,deltaC,,,,,,,,,,,,,,,,,,,,,,,,30,%,20,%,,,20,%
"Nemeth, 2010",117,Nelson River,11701,11701,117.01,2010,2039,NA,11701.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.02,2010,2039,NA,11701.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.03,2010,2039,NA,11701.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.04,2010,2039,NA,11701.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.05,2010,2039,NA,11701.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.06,2040,2069,NA,11701.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.07,2040,2069,NA,11701.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.08,2040,2069,NA,11701.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.09,2040,2069,NA,11701.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.1,2040,2069,NA,11701.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.11,2070,2099,NA,11701.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.12,2070,2099,NA,11701.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.13,2070,2099,NA,11701.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.14,2070,2099,NA,11701.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nemeth, 2010",117,Nelson River,11701,11701,117.15,2070,2099,NA,11701.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neupane et al., 2018",118,Great Slave Lake,11801,11801,118.01,2081,2099,NA,11801.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neupane et al., 2018",118,Great Slave Lake,11801,11801,118.02,2081,2099,NA,11801.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neupane et al., 2018",118,Great Slave Lake,11801,11801,118.03,2081,2099,NA,11801.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Novotná et al., 2014",119,St. Lawrence,11901,11901,119.01,2010,2039,NA,11901.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Novotná et al., 2014",119,St. Lawrence,11901,11901,119.02,2040,2069,NA,11901.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Novotná et al., 2014",119,St. Lawrence,11901,11901,119.03,2070,2099,NA,11901.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Novotná et al., 2014",119,St. Lawrence,11901,11901,119.04,2010,2039,NA,11901.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Novotná et al., 2014",119,St. Lawrence,11901,11901,119.05,2040,2069,NA,11901.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Novotná et al., 2014",119,St. Lawrence,11901,11901,119.06,2070,2099,NA,11901.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paradis et al., 2007",121,Maritime Provinces,12101,12101,121,1970,2001,12101,12101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paradis et al., 2007",121,Maritime Provinces,12101,12101,121.01,2040,2069,NA,12101.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paradis et al., 2007",121,Maritime Provinces,12101,12101,121.02,2040,2069,NA,12101.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paradis et al., 2007",121,Maritime Provinces,12101,12101,121.03,2040,2069,NA,12101.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paradis et al., 2007",121,Maritime Provinces,12101,12101,121.04,2040,2069,NA,12101.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Payne et al., 2004",122,Pacific,12202,12202,122.01,2010,2039,NA,12202.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,%,,,,,,
"Payne et al., 2004",122,Pacific,12202,12202,122.02,2040,2069,NA,12202.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,%,,,,,,
"Payne et al., 2004",122,Pacific,12202,12202,122.03,2070,2098,NA,12202.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,%,,,,,,
"Payne et al., 2004",122,Pacific,12202,12202,122.04,2040,2060,NA,12202.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,%,,,,,,
"Payne et al., 2004",122,Pacific,12201,12201,122.01,2010,2039,NA,12201.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,%,,,,,,
"Payne et al., 2004",122,Pacific,12201,12201,122.02,2040,2069,NA,12201.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,%,,,,,,
"Payne et al., 2004",122,Pacific,12201,12201,122.03,2070,2098,NA,12201.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,%,,,,,,
"Payne et al., 2004",122,Pacific,12201,12201,122.04,2040,2060,NA,12201.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,%,,,,,,
"Pohl et al., 2007",127,Arctic,12701,12701,127.02,2040,2069,NA,12701.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pohl et al., 2007",127,Arctic,12701,12701,127.03,2040,2069,NA,12701.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pohl et al., 2007",127,Arctic,12701,12701,127.04,2040,2069,NA,12701.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pohl et al., 2007",127,Arctic,12701,12701,127.05,2040,2069,NA,12701.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pohl et al., 2007",127,Arctic,12701,12701,127.06,2070,2099,NA,12701.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pohl et al., 2007",127,Arctic,12701,12701,127.07,2070,2099,NA,12701.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pohl et al., 2007",127,Arctic,12701,12701,127.08,2070,2099,NA,12701.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pohl et al., 2007",127,Arctic,12701,12701,127.09,2070,2099,NA,12701.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pryse-Phillips, 2010",129,Northern Québec and Labrador,12901,12901,129.02,2039,2070,NA,12901.02,,Annual temp same as bias corrected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pryse-Phillips, 2010",129,Northern Québec and Labrador,12901,12901,129.03,2039,2070,NA,12901.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rahman et al., 2012",132,St. Lawrence,13201,13201,132.02,2041,2070,NA,13201.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli, 2017",134,Yukon ,13401,13401,134.02,2041,2070,NA,13401.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli, 2017",134,Nelson River,13402,13402,134.02,2041,2070,NA,13402.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Yukon River,13301,13301,133.02,2041,2070,NA,13301.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Yukon River,13302,13302,133.02,2041,2070,NA,13302.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Yukon River,13303,13303,133.02,2041,2070,NA,13303.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Nelson River,13304,13304,133.02,2041,2070,NA,13304.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Nelson River,13305,13305,133.02,2041,2070,NA,13305.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Nelson River,13306,13306,133.02,2041,2070,NA,13306.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Nelson River,13307,13307,133.02,2041,2070,NA,13307.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Yukon River,13308,13308,133.02,2041,2070,NA,13308.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rasouli et al., 2019",133,Nelson River,13309,13309,133.02,2041,2070,NA,13309.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rivard et al., 2008",137,Maritime Provinces,13701,13701,137.01,2041,2070,NA,13701.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roberts et al., 2012",140,Northern Québec and Labrador,14001,14001,140.01,2041,2070,NA,14001.01,,Temp reported in Kelvin; difference recorded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saha et al., 2017",143,Great Slave Lake,14301,14301,143.01,2020,2040,NA,14301.01,,,1.15,deltaC,0.36,deltaC,0.6,deltaC,0.55,deltaC,,,,,,,,,,,,,,,,,,3,%,2,%,9.5,%,5,%
"Saha et al., 2017",143,Great Slave Lake,14301,14301,143.02,2020,2040,NA,14301.02,,,0.54,deltaC,0.24,deltaC,0.4,deltaC,0.32,deltaC,,,,,,,,,,,,,,,,,,4.5,%,3,%,4.5,%,2,%
"Scheepers et al., 2018",148,Arctic,14801,14801,148.01,2041,2100,NA,14801.01,,"Range between 14802 and 14803 recorded for 14801 (entire basin)
Emission scenario not specified; cvar for time period/location recorded for both 4.5 and 8.5
Temp cvar range same for both stations, emscen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scheepers et al., 2018",148,Arctic,14802,14802,148.02,2041,2070,NA,14802.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scheepers et al., 2018",148,Arctic,14802,14802,148.03,2071,2100,NA,14802.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scheepers et al., 2018",148,Arctic,14802,14802,148.04,2041,2070,NA,14802.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scheepers et al., 2018",148,Arctic,14802,14802,148.05,2071,2100,NA,14802.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scheepers et al., 2018",148,Arctic,14803,14803,148.02,2041,2070,NA,14803.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scheepers et al., 2018",148,Arctic,14803,14803,148.03,2071,2100,NA,14803.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scheepers et al., 2018",148,Arctic,14803,14803,148.04,2041,2070,NA,14803.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scheepers et al., 2018",148,Arctic,14803,14803,148.05,2071,2100,NA,14803.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sha, 2008",155,St. Lawrence,15501,15501,155.01,2011,2040,NA,15501.01,,Same values recorded for both locations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sha, 2008",155,St. Lawrence,15502,15502,155.01,2011,2040,NA,15502.01,,Same values recorded for both locations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2019",160,Arctic,16001,16001,160.01,2071,2100,NA,16001.01,,Abs. temp change calculated from hist-fut values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2019",160,Arctic,16001,16001,160.02,2071,2100,NA,16001.02,,Abs. temp change calculated from hist-fut values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",162,Nelson River,16201,16201,162.05,2042,2062,NA,16201.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",162,Nelson River,16201,16201,162.06,2042,2062,NA,16201.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",162,Nelson River,16201,16201,162.07,2042,2062,NA,16201.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",162,Nelson River,16202,16202,162.05,2042,2062,NA,16202.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",162,Nelson River,16202,16202,162.06,2042,2062,NA,16202.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",162,Nelson River,16202,16202,162.07,2042,2062,NA,16202.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16301,16301,163.01,2050s,NA,NA,16301.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16302,16302,163.01,2050s,NA,NA,16302.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16303,16303,163.01,2050s,NA,NA,16303.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16304,16304,163.01,2050s,NA,NA,16304.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16305,16305,163.01,2050s,NA,NA,16305.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16306,16306,163.01,2050s,NA,NA,16306.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16307,16307,163.01,2050s,NA,NA,16307.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16308,16308,163.01,2050s,NA,NA,16308.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16309,16309,163.01,2050s,NA,NA,16309.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16310,16310,163.01,2050s,NA,NA,16310.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16311,16311,163.01,2050s,NA,NA,16311.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16312,16312,163.01,2050s,NA,NA,16312.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16313,16313,163.01,2050s,NA,NA,16313.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16314,16314,163.01,2050s,NA,NA,16314.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16301,16301,163.02,2050s,NA,NA,16301.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16302,16302,163.02,2050s,NA,NA,16302.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16303,16303,163.02,2050s,NA,NA,16303.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16304,16304,163.02,2050s,NA,NA,16304.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16305,16305,163.02,2050s,NA,NA,16305.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16306,16306,163.02,2050s,NA,NA,16306.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16307,16307,163.02,2050s,NA,NA,16307.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16308,16308,163.02,2050s,NA,NA,16308.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16309,16309,163.02,2050s,NA,NA,16309.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16310,16310,163.02,2050s,NA,NA,16310.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16311,16311,163.02,2050s,NA,NA,16311.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16312,16312,163.02,2050s,NA,NA,16312.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16313,16313,163.02,2050s,NA,NA,16313.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16314,16314,163.02,2050s,NA,NA,16314.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16301,16301,163.03,2050s,NA,NA,16301.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16302,16302,163.03,2050s,NA,NA,16302.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16303,16303,163.03,2050s,NA,NA,16303.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16304,16304,163.03,2050s,NA,NA,16304.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16305,16305,163.03,2050s,NA,NA,16305.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16306,16306,163.03,2050s,NA,NA,16306.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16307,16307,163.03,2050s,NA,NA,16307.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16308,16308,163.03,2050s,NA,NA,16308.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16309,16309,163.03,2050s,NA,NA,16309.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shrestha et al., 2012",163,Pacific,16310,16310,163.03,2050s,NA,NA,16310.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
